3/15/19,15:27:34,T=22.0,H=20.0
3/15/19,15:32:34,T=23.0,H=19.0
3/15/19,15:37:35,T=23.0,H=19.0
3/15/19,15:42:36,T=23.0,H=19.0
3/15/19,15:47:36,T=23.0,H=19.0
3/15/19,15:52:37,T=23.0,H=19.0
3/15/19,15:57:37,T=24.0,H=19.0
3/15/19,16:02:38,T=24.0,H=19.0
3/15/19,16:07:39,T=23.0,H=19.0
3/15/19,16:12:42,T=21.0,H=20.0
3/15/19,16:17:45,T=22.0,H=26.0
3/15/19,16:22:46,T=22.0,H=21.0
3/15/19,16:27:46,T=23.0,H=19.0
3/15/19,16:32:47,T=23.0,H=19.0
3/15/19,16:37:47,T=23.0,H=19.0
3/15/19,16:42:48,T=23.0,H=19.0
3/15/19,16:47:49,T=23.0,H=19.0
3/15/19,16:52:49,T=22.0,H=26.0
3/15/19,16:57:52,T=22.0,H=20.0
3/15/19,17:02:53,T=22.0,H=23.0
3/15/19,17:07:54,T=22.0,H=20.0
3/15/19,17:12:54,T=22.0,H=20.0
3/15/19,17:17:55,T=23.0,H=25.0
3/15/19,17:22:56,T=22.0,H=24.0
3/15/19,17:27:56,T=22.0,H=20.0
3/15/19,17:32:57,T=21.0,H=24.0
3/15/19,17:37:57,T=22.0,H=20.0
3/15/19,17:42:58,T=22.0,H=26.0
3/15/19,17:47:59,T=22.0,H=20.0
3/15/19,17:52:59,T=22.0,H=22.0
3/15/19,17:58:00,T=21.0,H=20.0
3/15/19,18:03:00,T=21.0,H=20.0
3/15/19,18:08:01,T=21.0,H=20.0
3/15/19,18:13:02,T=22.0,H=20.0
3/15/19,18:18:02,T=21.0,H=20.0
3/15/19,18:23:03,T=21.0,H=22.0
3/15/19,18:28:03,T=21.0,H=20.0
3/15/19,18:33:04,T=20.0,H=21.0
3/15/19,18:38:05,T=21.0,H=20.0
3/15/19,18:43:05,T=21.0,H=26.0
3/15/19,18:48:06,T=21.0,H=20.0
3/15/19,18:53:07,T=20.0,H=26.0
3/15/19,18:58:07,T=20.0,H=21.0
3/15/19,19:03:08,T=21.0,H=26.0
3/15/19,19:08:08,T=20.0,H=21.0
3/15/19,19:13:09,T=20.0,H=25.0
3/15/19,19:18:10,T=20.0,H=21.0
3/15/19,19:23:10,T=19.0,H=21.0
3/15/19,19:28:11,T=20.0,H=21.0
3/15/19,19:33:12,T=19.0,H=21.0
3/15/19,19:38:12,T=19.0,H=21.0
3/15/19,19:43:13,T=20.0,H=21.0
3/15/19,19:48:13,T=19.0,H=21.0
3/15/19,19:53:14,T=21.0,H=20.0
3/15/19,19:58:15,T=21.0,H=20.0
3/15/19,20:03:15,T=21.0,H=20.0
3/15/19,20:08:16,T=21.0,H=22.0
3/15/19,20:13:16,T=21.0,H=23.0
3/15/19,20:18:17,T=21.0,H=20.0
3/15/19,20:23:18,T=21.0,H=26.0
3/15/19,20:28:18,T=21.0,H=20.0
3/15/19,20:33:19,T=21.0,H=26.0
3/15/19,20:38:19,T=21.0,H=20.0
3/15/19,20:43:20,T=21.0,H=23.0
3/15/19,20:48:21,T=19.0,H=21.0
3/15/19,20:53:21,T=20.0,H=21.0
3/15/19,20:58:22,T=20.0,H=21.0
3/15/19,21:03:22,T=20.0,H=21.0
3/15/19,21:08:23,T=19.0,H=27.0
3/15/19,21:13:24,T=19.0,H=24.0
3/15/19,21:18:27,T=18.0,H=33.0
3/15/19,21:23:28,T=19.0,H=23.0
3/15/19,21:28:31,T=19.0,H=24.0
